sample,model,ink_pixels,orientation_entropy,long_line_ratio,component_count,mean_component_len,median_component_len,long_component_ratio,components_per_1k_ink_px
lineart_004_006,combined_koma_unet_skip0_finegrid_20260803_ep025,13495,0.7815011299161967,0.5686550574286773,188,5.962765957446808,1.0,0.568242640499554,13.93108558725454
lineart_004_006,combined_koma_unet_skip0_finegrid_20260803_ep030,12217,0.8028165036385269,0.46116067774412706,143,9.104895104895105,1.0,0.7542242703533026,11.70500122779733
lineart_004_006,combined_koma_unet_skip0_finegrid_20260803_ep035,7996,0.8037255505952366,0.3759379689844922,136,7.117647058823529,1.5,0.5661157024793388,17.008504252126063
lineart_004_006,combined_koma_unet_skip0_finegrid_20260803_ep040,14152,0.8145732358981163,0.5085500282645562,182,9.538461538461538,2.0,0.6192396313364056,12.860373092142453
lineart_004_006,combined_koma_unet_skip0_finegrid_20260803_ep045,15795,0.8154512440991666,0.5837290281734726,202,11.207920792079207,2.0,0.7248233215547704,12.788857233301677
lineart_004_006,combined_koma_unet_skip0_finegrid_20260803_ep050,7922,0.803842173802359,0.4006563998990154,147,10.585034013605442,4.0,0.5951156812339332,18.55592022216612
lineart_004_006,combined_koma_unet_skip0_finegrid_20260803_ep055,11179,0.8157755439264587,0.38473924322390196,167,12.305389221556887,6.0,0.662287104622871,14.938724393952947
lineart_004_006,combined_koma_unet_skip0_finegrid_20260803_ep060,8188,0.8133476128230188,0.4229360039081583,119,12.915966386554622,7.0,0.6356538711776187,14.533463605276014
lineart_004_008,GT,17738,0.6849679612811553,0.8726462960874958,165,21.454545454545453,3.0,0.8731638418079096,9.302063366783178
lineart_004_008,combined_koma_unet_skip0_finegrid_20260803_ep005,818,0.6645669595570779,0.0,56,6.321428571428571,2.0,0.4435028248587571,68.45965770171149
lineart_004_008,combined_koma_unet_skip0_finegrid_20260803_ep010,165,0.0,0.0,27,3.074074074074074,1.0,0.0,163.63636363636363
lineart_004_008,combined_koma_unet_skip0_finegrid_20260803_ep015,514,0.0,0.0,36,3.0555555555555554,1.0,0.19090909090909092,70.03891050583658
lineart_004_008,combined_koma_unet_skip0_finegrid_20260803_ep020,5702,0.7558790448927579,0.2341283760084181,123,5.658536585365853,1.0,0.5531609195402298,21.57137846369695
lineart_004_008,combined_koma_unet_skip0_finegrid_20260803_ep025,11995,0.7259434363529033,0.3969987494789496,202,5.628712871287129,1.0,0.5848724714160071,16.840350145894124
lineart_004_008,combined_koma_unet_skip0_finegrid_20260803_ep030,12245,0.7555032696638853,0.5403838301347489,158,9.29746835443038,2.0,0.6691626957113683,12.903225806451612
lineart_004_008,combined_koma_unet_skip0_finegrid_20260803_ep035,6915,0.7595850819131678,0.28893709327548805,134,7.686567164179104,2.0,0.5650485436893203,19.37816341287057
lineart_004_008,combined_koma_unet_skip0_finegrid_20260803_ep040,10557,0.7576201415838693,0.4781661456853273,146,10.849315068493151,2.0,0.6881313131313131,13.829686463957565
