rank,page,source_page,line_x,line_y,rough_x,rough_y,dx,dy,line_ink,line_edges,rough_edges,rough_std,edge_f1,chamfer,orientation_entropy,match_score
58,0011,page0011.clip,2880,3600,2992,3792,112,192,0.04397569444444444,3763,3418,17.149444828563382,0.6228353274390049,5.673515558242798,0.6440491907058363,2.4947128781111343
59,0034,page0034.clip,1440,5040,1616,5208,176,168,0.037473958333333335,2738,4873,22.199618490295112,0.7006013536757825,7.50604772567749,0.5706620107501723,2.4583268318435527
60,0032,page0032.clip,720,5760,776,5656,56,-104,0.05400173611111111,4396,6662,29.93858167140225,0.65660685748022,7.140657901763916,0.7485029988357098,2.453705106116885
61,0020,page0020.clip,4320,5040,4376,4976,56,-64,0.010546875,655,831,12.737905298223845,0.6282463107753472,5.827144384384155,0.5959109111054891,2.4525314058842964
62,0005,page0005.clip,0,720,32,568,32,-152,0.013914930555555555,1032,1188,13.541169824685518,0.6192690839146786,5.168399333953857,0.48592174627853374,2.4514029498054484
63,0032,page0032.clip,720,5040,776,4952,56,-88,0.0537109375,4048,8096,30.77558483817528,0.6450040788047836,7.223024845123291,0.8014522855632745,2.4215772534498794
64,0023,page0023.clip,720,4320,864,4456,144,136,0.033667534722222225,1368,2991,12.316595586141558,0.6461078884710519,5.984995484352112,0.4844465178777852,2.4210975597870656
65,0009,page0009.clip,2880,3600,2872,3584,-8,-16,0.10222222222222223,2712,4303,22.58617224829938,0.6294097292077415,6.443165063858032,0.7021952862190627,2.420171862242351
66,0028,page0028.clip,2880,3600,2992,3792,112,192,0.019921875,1342,2247,18.67533323172627,0.6552266540714781,6.88566517829895,0.6490784765629619,2.4182630159479697
67,0009,page0009.clip,720,1440,704,1432,-16,-8,0.03710069444444444,2039,4695,25.361977473337326,0.6158916386983149,5.875490427017212,0.6037358917459394,2.3873488214848835
68,0005,page0005.clip,4481,1440,4441,1376,-40,-64,0.025768229166666667,1713,1209,10.567637157007955,0.6350027884006791,6.608206629753113,0.6651232105182394,2.385471184467365
69,0029,page0029.clip,3600,5760,3424,5912,-176,152,0.017335069444444445,1055,804,14.031824817256158,0.7179395680372549,8.24216604232788,0.5497958594513279,2.3811013192817607
70,0023,page0023.clip,2160,3600,2264,3776,104,176,0.07865451388888889,6122,12937,30.082375812086607,0.606610524908954,6.355019807815552,0.7183305938539153,2.3367131380647916
71,0008,page0008.clip,3600,5760,3536,5664,-64,-96,0.02494357638888889,1662,1302,14.426894927851821,0.6653126219762834,7.748049020767212,0.6979077162834997,2.3352794787547744
72,0028,page0028.clip,1440,5040,1592,5232,152,192,0.030993923611111113,1862,2392,14.038779438404802,0.6450182938852416,6.598732948303223,0.5261055651742499,2.3262293319049636
73,0008,page0008.clip,720,5760,712,5568,-8,-192,0.0348828125,1913,4623,20.006996819897882,0.6147945148728886,6.635076284408569,0.7114603307967401,2.3161255821201214
74,0032,page0032.clip,2880,5760,2848,5648,-32,-112,0.059756944444444446,5552,9625,33.07311357099511,0.6045502476255431,6.7592453956604,0.7705307287910962,2.287326742028512
75,0033,page0033.clip,1440,5760,1608,5896,168,136,0.04107204861111111,3319,6156,24.946680547764476,0.599519270486128,6.583301305770874,0.7390746050107055,2.2721957752850295
76,0008,page0008.clip,2880,3600,2840,3432,-40,-168,0.024401041666666668,1184,3663,18.7962027655362,0.635562862649063,6.369036555290222,0.4437559565152515,2.259011767399472
77,0008,page0008.clip,1440,5040,1384,4920,-56,-120,0.022894965277777776,1658,3767,27.0515977765354,0.6464615383931305,6.715144634246826,0.45133305887055125,2.250345212212728
78,0001,page0001.clip,2160,2880,2200,2856,40,-24,0.04638020833333333,3625,5268,32.34243917389648,0.6153878894589683,7.398601770401001,0.79066466289113,2.2297508235275454
79,0009,page0009.clip,720,2880,696,2888,-24,8,0.03463541666666667,2289,6395,21.131798472824435,0.6025824909415137,6.893485069274902,0.7375791318574249,2.224278746338528
80,0038,page0038.clip,0,3600,16,3408,16,-192,0.015160590277777778,1381,2060,25.87774916060446,0.6929679673433592,7.6705896854400635,0.3640104850640783,2.221930287680046
81,0007,page0007.clip,720,5760,888,5952,168,192,0.037747395833333336,2304,6540,19.628313184275317,0.6099627238261188,6.631936550140381,0.6168485906650573,2.216905181634564
82,0040,page0040.clip,1440,3600,1344,3792,-96,192,0.07798611111111112,8922,9063,24.766093172794665,0.6244885981852745,7.1876280307769775,0.6587916881504859,2.2119507352913654
83,0029,page0029.clip,3600,3600,3640,3704,40,104,0.034926215277777777,5409,3974,31.56841272939794,0.6716509226159009,7.599855422973633,0.4588448215269202,2.2053593857063136
84,0032,page0032.clip,720,720,768,840,48,120,0.07391493055555555,7973,11492,33.491297461558005,0.6000751002643885,6.993884801864624,0.7293328492815782,2.1850648203742797
85,0008,page0008.clip,2160,3600,2120,3448,-40,-152,0.04970052083333333,5931,10536,35.30774020652375,0.6263227194665705,7.347608327865601,0.6479239020151158,2.1804310533718247
86,0031,page0031.clip,3600,5760,3728,5936,128,176,0.026111111111111113,1120,2498,10.823191292252817,0.6315820095957729,6.708075523376465,0.4522513167099297,2.1780959966715154
87,0012,page0012.clip,2160,4320,2336,4488,176,168,0.018797743055555555,1028,2343,12.458732385544028,0.6521361718863393,6.766547679901123,0.33531757811093593,2.175625385940221
88,0034,page0034.clip,2880,4320,3008,4512,128,192,0.05199652777777778,2978,4301,22.84867215487203,0.6043494339320006,6.865395784378052,0.655262624808017,2.172878112630806
89,0015,page0015.clip,720,3600,872,3744,152,144,0.042608506944444444,2149,2944,20.121719506137353,0.6214779276731759,7.574802398681641,0.7244302610344938,2.1719733674571464
90,0011,page0011.clip,3600,2160,3696,2352,96,192,0.062473958333333336,5904,8660,30.966564923659533,0.6174656136459379,7.200196027755737,0.6548173361990044,2.171142731637745
91,0023,page0023.clip,0,4320,160,4480,160,160,0.0133984375,961,2373,11.021526091512834,0.6447817131944785,6.679698467254639,0.34370989155575854,2.162936785766072
92,0019,page0019.clip,1440,3600,1264,3568,-176,-32,0.021484375,3668,5863,38.46862217255344,0.6500728858309993,6.64311420917511,0.296857921314758,2.159227924371781
93,0007,page0007.clip,1440,5760,1600,5952,160,192,0.03637152777777778,2024,4600,22.092759838359957,0.6284675617446697,6.696247696876526,0.43665738829859657,2.1524141799869203
94,0011,page0011.clip,720,2880,848,3040,128,160,0.0308984375,2013,3527,20.437269155403303,0.632748262129787,7.645259618759155,0.6146591830440576,2.12641673333235
95,0020,page0020.clip,2160,4320,2208,4272,48,-48,0.05176649305555556,3346,5668,26.10977341620758,0.5990883008123243,7.565001964569092,0.8022938340204281,2.1242761783641457
96,0032,page0032.clip,4320,2880,4208,2896,-112,16,0.02750434027777778,3177,6034,22.87227654859892,0.6144966220861308,7.483502149581909,0.6517575481391643,2.0971887190256036
97,0005,page0005.clip,2160,3600,2256,3792,96,192,0.022278645833333333,1834,4099,20.901139400559625,0.5691208707514183,6.9783923625946045,0.7973341574901369,2.08779320723028
98,0015,page0015.clip,2160,4320,2328,4448,168,128,0.030868055555555555,2339,3521,21.30147782757971,0.6061765704490958,7.402978420257568,0.6670648837741301,2.083939075213269
99,0032,page0032.clip,2880,3600,2840,3576,-40,-24,0.0634375,5143,8251,31.75111549870089,0.595002422833625,7.470527410507202,0.746365546349763,2.077999069146495
100,0033,page0033.clip,3600,4320,3664,4512,64,192,0.0768532986111111,8367,12091,34.12157340330836,0.5617698996464288,6.668018102645874,0.7457873715689162,2.071875774958102
101,0034,page0034.clip,2880,5040,3016,5216,136,176,0.040681423611111114,5197,6314,16.84860762167912,0.5868583468630423,6.746991395950317,0.5783093940591678,2.047540970372482
102,0034,page0034.clip,1440,4320,1608,4512,168,192,0.029548611111111112,2394,2586,14.88902494269311,0.5707442905363452,6.960495471954346,0.7177882551634511,2.0358529624216177
103,0027,page0027.clip,2160,3600,2312,3792,152,192,0.014522569444444444,1241,2218,12.882047288669956,0.6745257020520645,9.212282180786133,0.5975403258442431,2.0082043347784904
104,0035,page0035.clip,2160,5040,2312,5216,152,176,0.021410590277777777,2698,2217,12.713146314164272,0.6390811462736041,8.194611549377441,0.563090761143235,2.00695603040712
105,0040,page0040.clip,1440,720,1360,912,-80,192,0.06986111111111111,3631,6019,21.96452808958558,0.5950171617019374,7.4806036949157715,0.6305836478178231,1.9834319877807913
106,0005,page0005.clip,3600,4320,3648,4480,48,160,0.0208203125,3125,4537,18.691991919989448,0.5718162240751952,7.3695878982543945,0.745827141473772,1.9818252539041143
107,0033,page0033.clip,2880,4320,2992,4496,112,176,0.060455729166666666,10177,14368,36.453389891694755,0.5942554159540694,7.834482431411743,0.7075484881167026,1.9704193839813602
108,0032,page0032.clip,2880,4320,2848,4264,-32,-56,0.04415798611111111,2846,5306,28.279897212501616,0.5770334816110853,7.689010858535767,0.7780007546353729,1.9697658400565712
109,0008,page0008.clip,3600,4320,3496,4184,-104,-136,0.022105034722222222,1493,1300,11.251066969708896,0.6067862002054129,8.395824909210205,0.7604021639632327,1.9630877503556092
110,0032,page0032.clip,4320,3600,4200,3576,-120,-24,0.05392795138888889,4930,10164,36.18209463779054,0.5764546394339226,7.8993377685546875,0.7932546479615216,1.9370093618278927
111,0032,page0032.clip,3600,3600,3512,3568,-88,-32,0.07864149305555555,6596,13302,39.58836826005538,0.5597806165132613,7.444968938827515,0.7756054454080511,1.9303936511272441
112,0025,page0025.clip,1440,5040,1472,4944,32,-96,0.029752604166666665,2987,4885,27.316262069537743,0.5900665777981038,7.238164067268372,0.5214533977997194,1.9198627937766202
113,0032,page0032.clip,2160,2160,2136,2200,-24,40,0.0216796875,1937,2405,17.01949339857173,0.6008891995955266,8.227091789245605,0.6664120624649894,1.8921572901005028
114,0029,page0029.clip,0,2880,176,2904,176,24,0.018806423611111112,1932,3656,21.284002729984707,0.5837617803874052,7.66024923324585,0.6293953000335253,1.8902752953146764
115,0032,page0032.clip,2880,5040,2840,4952,-40,-88,0.029244791666666665,3400,6878,21.78163191073532,0.5774102513618167,7.829698920249939,0.7088230919793245,1.8881699463425552
116,0009,page0009.clip,3600,1440,3608,1440,8,0,0.05963975694444444,6070,11787,32.825554006908106,0.5647926490470953,7.683299779891968,0.7334414306586164,1.874056433783976
117,0033,page0033.clip,2160,3600,2280,3792,120,192,0.024717881944444443,2846,4414,16.56172860229864,0.5952709782412654,7.639362573623657,0.5239096331780266,1.8676100830240168
118,0035,page0035.clip,2160,1440,2352,1632,192,192,0.032486979166666666,3089,4020,17.21780907838963,0.5910686764988459,8.106597661972046,0.6591866047449044,1.8613731338957438
119,0020,page0020.clip,2880,5760,2936,5704,56,-56,0.06261284722222223,4784,5122,26.45883850565324,0.5738591418877423,7.684910774230957,0.6606434593536628,1.8608283220754502
120,0013,page0013.clip,1440,4320,1352,4512,-88,192,0.06859809027777777,4457,4446,18.11984760262442,0.5984947041075914,8.425158977508545,0.6915002041337298,1.8606418883432319
121,0011,page0011.clip,2160,3600,2288,3792,128,192,0.058307291666666664,4854,5025,17.545193671294722,0.5527497871913944,7.755390405654907,0.7972448790909371,1.8504667580987402
122,0032,page0032.clip,2160,5760,2144,5648,-16,-112,0.023875868055555555,2543,3705,17.252871220048355,0.575599945283746,8.268517971038818,0.7632156568583808,1.834868657697671
123,0033,page0033.clip,3600,5040,3680,5184,80,144,0.0251171875,3521,5811,25.564788955773196,0.5662289307298514,8.10073971748352,0.7782544376955387,1.8336002603089834
124,0032,page0032.clip,4481,2880,4369,2896,-112,16,0.018993055555555555,2690,4751,19.334148271239876,0.5926983315418478,8.270021438598633,0.6370608172677746,1.819136023803732
125,0007,page0007.clip,4320,5040,4392,5216,72,176,0.013841145833333334,1029,2468,15.129604906149128,0.6142281053219274,8.094007849693298,0.4546761295457995,1.816079860307617
126,0020,page0020.clip,2880,1440,3024,1384,144,-56,0.04496527777777778,3640,4464,26.704623585482352,0.6056414292959176,9.192615985870361,0.7819967905398035,1.8152813817373583
127,0032,page0032.clip,2160,5040,2160,4952,0,-88,0.044830729166666666,3096,6343,29.453121000752912,0.5506340166513723,7.70743203163147,0.7540449758547099,1.8149196576143356
128,0032,page0032.clip,3600,1440,3512,1512,-88,72,0.015499131944444444,1804,2404,18.308519115829306,0.6101288176439855,9.188734531402588,0.750904784464908,1.8136210095113363
129,0013,page0013.clip,3600,5760,3504,5816,-96,56,0.018289930555555556,2566,3113,19.583922597240445,0.618212615180678,8.248280882835388,0.46292423510884106,1.8117462874233856
130,0021,page0021.clip,4320,4320,4344,4304,24,-16,0.02234375,960,1929,20.971250023427086,0.5838730632933057,6.708704352378845,0.23426455259303147,1.7650360880651845
131,0002,page0002.clip,2880,2160,2792,2080,-88,-80,0.036297743055555554,2372,4362,28.807604551660734,0.5436985662076875,7.8642871379852295,0.7704330550561307,1.7619818474862963
132,0013,page0013.clip,4320,720,4200,880,-120,160,0.017955729166666667,960,1297,10.397336372530898,0.6533435145690565,8.948776245117188,0.35147140345782024,1.7581394465881008
133,0027,page0027.clip,1440,5760,1592,5952,152,192,0.027547743055555556,5384,6612,22.465931473427112,0.551270605364361,7.917785406112671,0.7200738493456521,1.7488550250757924
134,0008,page0008.clip,2160,5040,2160,4888,0,-152,0.014848090277777778,1273,2880,12.87269243237574,0.5677112281882871,7.664181709289551,0.5367380900147914,1.7351102710953583
135,0002,page0002.clip,2160,3600,2128,3448,-32,-152,0.05506510416666666,4954,8726,40.336212824870266,0.5503552870072033,8.038085699081421,0.7348879709977199,1.7320696720179083
136,0040,page0040.clip,720,2880,640,3072,-80,192,0.032703993055555554,1911,4429,16.767489496399712,0.5764727858482893,8.380892038345337,0.6393636338816321,1.7176764286776849
137,0001,page0001.clip,1440,5040,1376,5008,-64,-32,0.06575520833333333,4570,5859,37.27019887052255,0.561025392500366,8.30587911605835,0.7152630820851708,1.7161616049582964
138,0005,page0005.clip,720,5040,888,5184,168,144,0.025134548611111113,1920,3361,16.603777765926054,0.5720420957771952,8.896292448043823,0.7926614095496437,1.7150811169169264
139,0023,page0023.clip,3600,2880,3632,3072,32,192,0.03312065972222222,2293,5027,23.43726993374093,0.5420056739169117,7.857001066207886,0.7144025841558603,1.7101502236676693
140,0010,page0010.clip,3600,5760,3760,5952,160,192,0.016575520833333333,2550,3133,13.27737556247344,0.5379590158099953,7.050848007202148,0.5363717655353236,1.7087228900378058
141,0032,page0032.clip,0,1440,72,1528,72,88,0.04158420138888889,1592,3725,18.01612610896723,0.5932732384658509,7.929387092590332,0.3768094862656423,1.681936362823702
142,0040,page0040.clip,1440,5760,1336,5928,-104,168,0.05961371527777778,4097,9377,23.51716159223713,0.5076119694517603,7.22908353805542,0.7135752837828349,1.6631033666739856
143,0005,page0005.clip,720,4320,888,4496,168,176,0.0201953125,1306,3296,19.644284210605953,0.6108264711429614,9.798317432403564,0.6978942837462746,1.652784296231114
144,0011,page0011.clip,1440,4320,1576,4472,136,152,0.029635416666666668,2473,4234,22.957087364004074,0.5441557316444363,8.16627311706543,0.7058776244059397,1.6522261343338476
145,0033,page0033.clip,2160,5040,2288,5192,128,152,0.05391493055555555,4764,9438,33.85504021992597,0.5551342272686083,8.815662145614624,0.7942422272876511,1.6479324890502374
146,0009,page0009.clip,3600,4320,3608,4368,8,48,0.05723090277777778,2780,4597,36.905894621746924,0.5556437179251884,8.514107942581177,0.7108004574055562,1.6440373670341517
147,0026,page0026.clip,2880,5040,2872,4992,-8,-48,0.025108506944444445,1386,3951,30.73656250146602,0.5539419653831796,7.881901144981384,0.5614217683930142,1.6424670126340326
148,0011,page0011.clip,0,4320,152,4464,152,144,0.030013020833333334,2046,3597,19.314983766545023,0.6347272529428089,9.918269872665405,0.5632461468149212,1.6405792076329
149,0005,page0005.clip,0,5040,184,5184,184,144,0.05213107638888889,4115,6843,20.082610578291252,0.5474100170254391,7.755640506744385,0.5544775784077537,1.6295040465045214
150,0040,page0040.clip,1440,2880,1568,2840,128,-40,0.019401041666666667,5143,5443,22.17031778180374,0.5585237198093616,8.439029693603516,0.646347114038276,1.6218903515567256
151,0032,page0032.clip,4320,2160,4208,2200,-112,40,0.022265625,2917,5407,24.01723555904623,0.5428218429700572,7.82200288772583,0.5900959657407359,1.6217854098977087
152,0002,page0002.clip,4320,3600,4304,3504,-16,-96,0.011189236111111112,1138,3619,21.42549480101951,0.5923765071956437,8.650713801383972,0.4840058826834541,1.6189444818481873
153,0029,page0029.clip,1440,3600,1560,3704,120,104,0.02423611111111111,2060,3061,22.632346832413283,0.6036028981253252,9.26146388053894,0.5633132135543524,1.6163722853623197
154,0002,page0002.clip,2880,720,2736,592,-144,-128,0.07006944444444445,7194,9586,45.30739436337673,0.5444051739805101,8.488691806793213,0.7328443064056128,1.6105629536683983
155,0015,page0015.clip,2880,720,3072,816,192,96,0.06452690972222222,3388,4833,19.472700571889142,0.52450107355228,8.16132664680481,0.768198648435427,1.60479895714878
156,0026,page0026.clip,720,5760,696,5736,-24,-24,0.03375434027777778,3582,4261,30.459613364811492,0.5481120289745331,8.843761920928955,0.7867708102163047,1.6012244088599186
157,0028,page0028.clip,2160,5760,2320,5944,160,184,0.09924479166666667,7773,14061,32.84809517156247,0.5472950506596274,8.695226192474365,0.7544614804553829,1.6009991991675698
158,0040,page0040.clip,2160,5040,2048,5208,-112,168,0.04529947916666666,4521,3938,17.656301541419023,0.5789443361437059,9.25935435295105,0.6849541449571523,1.590814126094041
159,0016,page0016.clip,720,720,680,800,-40,80,0.03614149305555556,1639,1557,14.839286323790231,0.5729120140636753,8.263156175613403,0.46517140263990875,1.5840659573076226
160,0011,page0011.clip,0,3600,168,3792,168,192,0.018932291666666667,1262,1546,10.661205754091307,0.6174783438971856,10.2280855178833,0.6709867528837392,1.5785640182162592
161,0011,page0011.clip,3600,1440,3568,1584,-32,144,0.02537326388888889,1113,3895,14.712080040879052,0.5769264865704933,8.229216694831848,0.41965122049143133,1.5745100702792418
162,0006,page0006.clip,720,5040,800,5072,80,32,0.07523003472222223,4910,3387,16.595370333717508,0.5493933287651621,8.132243394851685,0.5638560319782888,1.5716027904381047
163,0020,page0020.clip,2880,4320,2920,4232,40,-88,0.028237847222222223,2530,2534,18.303932977747834,0.6108701594207777,9.76103401184082,0.5865485765796241,1.5713828559994236
164,0001,page0001.clip,1440,2160,1472,2136,32,-24,0.08799045138888889,6233,11739,49.14293220990243,0.5274309100941631,8.032735586166382,0.6751281480302846,1.5707099516617666
165,0025,page0025.clip,720,720,680,664,-40,-56,0.0723220486111111,5752,7934,35.13856443728933,0.5242361755776258,8.487571239471436,0.8068471283263122,1.5691443326548917
166,0020,page0020.clip,2880,2160,2928,2056,48,-104,0.062348090277777775,5352,5861,27.90545695727488,0.5553427030270169,9.039139747619629,0.7336772196602646,1.5558273413393708
167,0028,page0028.clip,2880,5760,2984,5936,104,176,0.0159765625,924,2721,13.94800859334915,0.570525158097333,8.486699223518372,0.5002358897057437,1.5554746575475853
168,0011,page0011.clip,2160,1440,2288,1592,128,152,0.028993055555555557,1434,2370,16.33984959804452,0.567148150972644,8.26101303100586,0.45018932629917974,1.5436896097013921
169,0006,page0006.clip,2880,2880,3024,3056,144,176,0.043715277777777777,2886,5313,20.27391113427211,0.5134998823173397,8.289886236190796,0.7787320603405861,1.5325078126210079
170,0020,page0020.clip,1440,720,1488,632,48,-88,0.04138454861111111,5922,4417,23.571244267000196,0.5643169520440451,8.996509313583374,0.6288265280287361,1.5253441199265396
171,0008,page0008.clip,3600,2880,3536,2768,-64,-112,0.06428385416666667,11534,11438,41.06369338303588,0.5474057156311607,8.385922908782959,0.5589255712164624,1.5069844533723817
172,0027,page0027.clip,720,5760,888,5952,168,192,0.07938802083333334,7892,13820,32.06528528086003,0.4990240906235089,8.05388617515564,0.7690219670206322,1.4995607917029221
173,0002,page0002.clip,1440,4320,1384,4168,-56,-152,0.060069444444444446,5829,6986,36.54533159588938,0.5371374550746145,9.071231365203857,0.7663401609636376,1.4845131311032111
174,0032,page0032.clip,1440,4320,1464,4264,24,-56,0.09401909722222222,7051,8859,29.78217503370444,0.5539770249821425,8.86135220527649,0.606755765980882,1.48301929664012
175,0020,page0020.clip,2160,1440,2264,1344,104,-96,0.0923828125,8415,9612,39.84245880078842,0.5201713100401216,8.60936164855957,0.7418901127864374,1.472496310717844
176,0005,page0005.clip,720,3600,872,3792,152,192,0.04736545138888889,4396,8817,23.430703072229424,0.5385605074066021,7.977532148361206,0.4617080627831484,1.466662557587288
177,0008,page0008.clip,720,5040,648,4848,-72,-192,0.0440234375,1513,4180,23.01508325034651,0.5305143531842669,8.091017007827759,0.5350005913247226,1.4623688374155606
178,0023,page0023.clip,1440,3600,1568,3728,128,128,0.02681857638888889,1886,5691,25.57975935489276,0.5527420015081331,8.698702096939087,0.5376846041556899,1.4541172714774
179,0019,page0019.clip,1440,720,1256,752,-184,32,0.07194444444444445,8248,9349,37.02733012536234,0.5141896284123473,8.696019172668457,0.776331330125027,1.4528093716280663
180,0027,page0027.clip,4320,720,4416,736,96,16,0.012960069444444444,604,2054,22.724786316511974,0.5381893860561915,8.762748003005981,0.6382874957565112,1.44902732628497
181,0008,page0008.clip,2880,5760,2824,5720,-56,-40,0.019934895833333334,1134,2926,19.43562366494307,0.572784595565801,9.186938762664795,0.5258857033238831,1.4472437879551523
182,0005,page0005.clip,4481,2880,4321,2848,-160,-32,0.04945746527777778,4977,9233,34.519229275559255,0.5069575884306129,8.228662490844727,0.695763067795468,1.4456658982204935
183,0020,page0020.clip,2880,3600,3016,3496,136,-104,0.0417578125,3938,2336,20.150208045592468,0.5411326704918751,9.078883171081543,0.6859828854152075,1.4386730265752328
184,0025,page0025.clip,0,5040,176,5136,176,96,0.02671875,1006,1408,15.471558404454722,0.5602314150419777,8.246152639389038,0.3582200300930872,1.4385025714065507
185,0027,page0027.clip,4320,5760,4400,5624,80,-136,0.030807291666666667,2294,4767,15.730379368232711,0.5469733078723652,8.29394245147705,0.4474760017530533,1.4340588504688585
186,0040,page0040.clip,2160,5760,2056,5928,-104,168,0.07801215277777777,5924,11406,30.054903861352642,0.5365508609251367,9.457196950912476,0.8022147259708415,1.4330866952198615
187,0032,page0032.clip,0,2160,56,2328,56,168,0.024830729166666666,960,2032,13.904240168603442,0.572218714830776,7.5854562520980835,0.10759910868115555,1.430081610679188
188,0019,page0019.clip,2160,2160,1968,2208,-192,48,0.035559895833333334,2246,4502,27.524278039784956,0.49357907022090314,8.216288566589355,0.7473178172923294,1.422491891620508
189,0001,page0001.clip,3600,0,3664,56,64,56,0.020941840277777776,984,5200,17.557762913231645,0.5276632913386203,7.714666664600372,0.406502301695153,1.4205849651291496
190,0032,page0032.clip,4481,3600,4361,3584,-120,-16,0.03485243055555556,2891,7361,31.93981568154132,0.5192359210644244,9.093918800354004,0.7942246210692168,1.4127755421066945
191,0007,page0007.clip,2160,1440,2336,1632,176,192,0.016046006944444444,978,3295,12.727021084948209,0.5384655297914576,7.508533000946045,0.27718222862748965,1.4123668316700704
192,0031,page0031.clip,1440,4320,1616,4512,176,192,0.05297743055555556,5123,5862,16.821232865474965,0.5661331348389315,9.136502265930176,0.5070481529861147,1.4090037433975138
193,0011,page0011.clip,720,4320,864,4456,144,136,0.012534722222222221,897,2397,10.69545278294495,0.5580319417203699,10.086293816566467,0.7696709984353415,1.3886377440368292
194,0009,page0009.clip,2880,5760,2896,5728,16,-32,0.0450390625,4841,7430,35.64888085967736,0.577076246712476,9.506672143936157,0.4985990390981688,1.3829260360536837
195,0005,page0005.clip,4320,1440,4288,1344,-32,-96,0.03159288194444444,2442,1597,11.604974586831164,0.5334517404818208,9.187188386917114,0.6871185104908966,1.379515833418398
196,0009,page0009.clip,720,4320,696,4312,-24,-8,0.06682291666666666,4182,4787,32.22090279912195,0.5206875702235411,9.19883394241333,0.7603843658514094,1.3719785553161667
197,0008,page0008.clip,1440,3600,1344,3408,-96,-192,0.05052951388888889,5535,13739,33.30336325296557,0.5157742905594678,8.692386627197266,0.6618529154107429,1.3698764596864796
198,0005,page0005.clip,4320,2880,4144,2840,-176,-40,0.09070746527777777,9869,15079,41.3694642274583,0.509422015579532,8.987967729568481,0.772696437578563,1.3676736820468143
199,0040,page0040.clip,2160,4320,2048,4504,-112,184,0.06525607638888889,7572,5482,17.897785537842662,0.5483422061333346,9.575451374053955,0.6643586592833941,1.3581076832825973
200,0020,page0020.clip,1440,2160,1448,2200,8,40,0.061857638888888886,3833,3117,22.857822683578153,0.5466684981257517,9.711225032806396,0.7027946652193863,1.353333216242988
201,0040,page0040.clip,2160,2880,2056,3072,-104,192,0.13893663194444444,12904,6406,23.59737389196219,0.49782734679197166,8.917171478271484,0.7759237965402863,1.3264414755377905
202,0028,page0028.clip,2880,4320,3016,4512,136,192,0.05809895833333333,3563,5918,28.68289515566796,0.5120154962758856,9.368202686309814,0.7976855622586154,1.3245853939243575
203,0008,page0008.clip,2160,1440,2080,1328,-80,-112,0.055047743055555556,4562,14385,34.98171978581352,0.49044147870176213,8.240970611572266,0.6465035071502542,1.321216076914561
204,0019,page0019.clip,1440,2880,1248,2872,-192,-8,0.062161458333333336,4102,4618,33.5190971855332,0.5134475136260469,9.286560535430908,0.764014844849928,1.3211373369239952
205,0032,page0032.clip,3600,2160,3520,2216,-80,56,0.03176649305555555,2754,4120,21.921558549934797,0.524595781519122,8.746381759643555,0.5568192534328694,1.3191579584131945
206,0033,page0033.clip,4320,5040,4368,5184,48,144,0.011180555555555555,731,2318,15.70979467723813,0.5333921977845562,8.917933702468872,0.5305124927977275,1.3077842426671882
207,0015,page0015.clip,720,4320,872,4464,152,144,0.053802083333333334,4716,4276,20.61893639070222,0.5326232866343372,9.456169605255127,0.6694865783424299,1.3074717747946045
208,0020,page0020.clip,4320,720,4384,584,64,-136,0.043719618055555555,4842,2815,29.906366288736123,0.5375608367268884,10.062365055084229,0.7859803054006066,1.3041154169380813
209,0016,page0016.clip,1440,2880,1248,3072,-192,192,0.15432291666666667,8439,9333,29.097841358278817,0.5260835596079688,9.146697521209717,0.6138233913885719,1.292137006908758
210,0020,page0020.clip,720,1440,744,1344,24,-96,0.08473524305555556,6336,9480,38.3916881290667,0.5173022729835965,9.116717338562012,0.658122939690064,1.2896662489576314
211,0029,page0029.clip,4320,5760,4440,5832,120,72,0.019227430555555557,820,1610,20.06035330783972,0.5900820763503841,10.230608463287354,0.4787804338094946,1.2873130361420455
212,0001,page0001.clip,3600,720,3672,632,72,-88,0.035798611111111114,1833,6606,23.18839112878602,0.5040090324599804,8.925678253173828,0.6880685746594902,1.2853643713927285
213,0008,page0008.clip,1440,1440,1368,1328,-72,-112,0.06591145833333334,5896,11322,31.209682900253295,0.5032106531947965,9.050506353378296,0.7227488431873397,1.2841510698481953
214,0025,page0025.clip,720,4320,704,4208,-16,-112,0.012213541666666666,1333,3608,28.547795491769243,0.5158662274201608,8.283511519432068,0.4517744136650908,1.2840483641464628
215,0029,page0029.clip,1440,0,1568,120,128,120,0.03751736111111111,3637,10319,40.60481983424381,0.49039157443020626,9.012566566467285,0.7893604594732656,1.2809329264361864
216,0035,page0035.clip,4481,3600,4401,3512,-80,-88,0.15975260416666667,1247,2493,13.848581938474592,0.5675123159824833,9.570088863372803,0.4418174495002782,1.2769977668380788
217,0001,page0001.clip,720,2880,752,2864,32,-16,0.0207421875,1556,2572,22.233705943068003,0.5395485698747147,10.060456275939941,0.7319626522301728,1.271221715969723
218,0009,page0009.clip,3600,2160,3616,2192,16,32,0.03417100694444444,2403,8411,29.10494495323234,0.5282558774356367,9.588852882385254,0.677247994297797,1.2653072061393704
219,0001,page0001.clip,3600,3600,3672,3568,72,-32,0.053307291666666666,5705,10746,40.19642723095533,0.5499643282700518,9.716083526611328,0.5692572551965085,1.2620107401852
220,0006,page0006.clip,720,2880,672,2760,-48,-120,0.052999131944444444,5187,3505,26.157772635519702,0.5625586091305489,9.549884796142578,0.44767873711845807,1.2609590761189953
