rank,sketch_page,line_page,model_index,region_index,score,edge_f1,edge_precision,edge_recall,chamfer,inlier_count,match_count,coverage,orientation_entropy,area_ratio,scale,angle,bbox,bbox_full,full_matrix,decision,notes
134,page0057,page0057,1,1,4.255204705955209,0.7630878707615505,0.7319389018852346,0.7970058813045803,3.051330384050446,5,127,0.125,0.8094003658127236,0.127208480565371,1.0787165892256607,0.18488867008741752,"(200, 520, 440, 760)","(1754, 4560, 3859, 6665)","[[1.0787109728995452, -0.003480921826114959, 79.46884606722882], [0.003480921826114959, 1.0787109728995452, 73.74568499596856]]",,
135,page0021,page0021,1,2,4.229800452721242,0.7509110961563131,0.6241463728900914,0.9422913719943423,3.370953554293661,5,83,0.1875,0.8164681831138024,0.127208480565371,1.0779940492914537,0.011694362000029162,"(120, 280, 360, 520)","(1052, 2456, 3157, 4560)","[[1.0779940268374304, -0.00022002410414687912, -217.17909046115017], [0.00022002410414687912, 1.0779940268374304, -263.8692674513168]]",,
136,page0062,page0062,1,3,4.2001123485264,0.7488329848232749,0.6615060688630171,0.8627230046948356,2.9996983484470188,5,79,0.125,0.8167199472400789,0.127208480565371,0.9116729708434115,-1.4883715712867667,"(120, 40, 360, 280)","(1052, 351, 3157, 2456)","[[0.9113653879848161, 0.0236798511341895, -258.6706669067897], [-0.0236798511341895, 0.9113653879848161, -153.643024610966]]",,
137,page0023,page0023,1,5,4.1384353251539405,0.7304745746022866,0.6310405643738977,0.8671057273903329,3.76165644189032,6,158,0.25,0.7873556532924169,0.2862190812720848,1.0720460993712293,-0.4924209322361007,"(180, 300, 540, 660)","(1579, 2631, 4736, 5788)","[[1.0720065072710854, 0.009213443738143081, -242.51494127865652], [-0.009213443738143081, 1.0720065072710854, -180.07976487643538]]",,
138,page0047,page0047,1,5,4.076474612385962,0.7464098005221493,0.6223281562355836,0.932293199882249,3.4761664534722527,5,133,0.125,0.7964347052028736,0.127208480565371,1.0812677064301581,0.018981955228389864,"(40, 520, 280, 760)","(351, 4560, 2456, 6665)","[[1.0812676470912082, -0.00035822140814435136, -183.3980334119483], [0.00035822140814435136, 1.0812676470912082, -262.96059183959494]]",,
139,page0042,page0042,1,13,4.063070861169683,0.7158069322549239,0.5910568566310621,0.9073052603255751,4.030745998568354,9,126,0.25,0.7985939855618113,0.2862190812720848,1.0849540851996915,0.929986537557253,"(0, 60, 360, 420)","(0, 526, 3157, 3683)","[[1.0848111695171831, -0.017609471379366963, 95.87305755089334], [0.017609471379366963, 1.0848111695171831, 14.235417829512443]]",,
140,page0037,page0037,1,1,4.05128576966146,0.743786306256507,0.7747014115092291,0.7152439024390244,3.8187559656978864,8,113,0.125,0.8061731027976947,0.127208480565371,0.8779403298462127,-1.4238429164692188,"(120, 200, 360, 440)","(1052, 1754, 3157, 3859)","[[0.877669253547716, 0.021815227421962943, -297.35449778039987], [-0.021815227421962943, 0.877669253547716, -123.71687060888097]]",,
141,page0060,page0060,1,7,4.039503121398332,0.7095734562608147,0.6355072463768116,0.8031815346225827,3.6736729493541054,6,129,0.25,0.7723265150980527,0.127208480565371,0.913470172697163,0.09779055014666496,"(200, 120, 440, 360)","(1754, 1052, 3859, 3157)","[[0.9134688422035814, -0.001559080059995069, -173.8356886294823], [0.001559080059995069, 0.9134688422035814, -285.59215853352595]]",,
142,page0033,page0033,1,6,4.021144793567765,0.6929004322078864,0.5594694498804088,0.9099099099099099,3.839225443135193,13,125,0.25,0.7910010520019247,0.127208480565371,0.8510852355175391,0.19039854836239956,"(0, 0, 240, 240)","(0, 0, 2105, 2105)","[[0.8510805363096076, -0.002828220446801171, -153.3812222607814], [0.002828220446801171, 0.8510805363096076, -241.60011565789554]]",,
143,page0002,page0002,1,4,3.987913960630702,0.725894529982669,0.5819422006821038,0.9644712990936556,3.850810785640199,5,123,0.1875,0.7904279144225373,0.2862190812720848,0.8934876243554671,0.25384099250481773,"(180, 300, 540, 660)","(1579, 2631, 4736, 5788)","[[0.8934788556378409, -0.0039584598609320575, -39.05035628920133], [0.0039584598609320575, 0.8934788556378409, -84.51888853605003]]",,
144,page0064,page0064,1,1,3.9846216940215666,0.7285648083152518,0.6111040204211869,0.9019244145606307,3.4485528816477284,5,130,0.125,0.7862463655843583,0.127208480565371,0.9197724025809316,-2.9958891620412693,"(40, 360, 280, 600)","(351, 3157, 2456, 5262)","[[0.9185153378344186, 0.04807126701495662, 95.04501226201124], [-0.04807126701495662, 0.9185153378344186, 412.3133072408979]]",,
145,page0034,page0034,1,8,3.9650706049462956,0.7290541571708843,0.6557352612357457,0.8208329069886422,3.718354222056258,6,139,0.125,0.8030768070206107,0.2862190812720848,0.8975139848238316,1.94183429927027,"(0, 60, 360, 420)","(0, 526, 3157, 3683)","[[0.8969985797031081, -0.030412184481877696, -105.53787587753882], [0.030412184481877696, 0.8969985797031081, -372.41746885725297]]",,
146,page0041,page0041,1,9,3.9554367570341076,0.7048842803575365,0.5702596380802518,0.9227152512488981,3.7117745952805206,7,159,0.1875,0.8032341116261863,0.127208480565371,1.0905488426334304,0.1315750166901733,"(0, 120, 240, 360)","(0, 1052, 2105, 3157)","[[1.0905459671124715, -0.0025043529780860237, -227.48357486130212], [0.0025043529780860237, 1.0905459671124715, -276.28135811030364]]",,
147,page0025,page0025,1,4,3.9519930793706965,0.7149188799373349,0.733569907735983,0.6971927422115713,3.6914947995509673,5,129,0.1875,0.7742956291085604,0.127208480565371,0.8806763050854893,0.43002394190171495,"(280, 360, 520, 600)","(2456, 3157, 4560, 5262)","[[0.8806515009391829, -0.006609707451492649, 344.7568484949274], [0.006609707451492649, 0.8806515009391829, 526.351797147808]]",,
148,page0047,page0047,1,14,3.9064310786249443,0.6941638864637495,0.6148705737767878,0.796936274509804,4.190530573005715,7,133,0.25,0.8114809698821998,0.2862190812720848,1.0812677064301581,0.018981955228389864,"(180, 420, 540, 780)","(1579, 3683, 4736, 6841)","[[1.0812676470912082, -0.00035822140814435136, -183.3980334119483], [0.00035822140814435136, 1.0812676470912082, -262.96059183959494]]",,
149,page0047,page0047,1,13,3.8735057767626997,0.6935412576770509,0.6239497512031976,0.7806051398911255,4.546930787686991,10,133,0.25,0.8155477664737986,0.2862190812720848,1.0812677064301581,0.018981955228389864,"(206, 300, 566, 660)","(1807, 2631, 4964, 5788)","[[1.0812676470912082, -0.00035822140814435136, -183.3980334119483], [0.00035822140814435136, 1.0812676470912082, -262.96059183959494]]",,
150,page0020,page0020,1,20,3.8198347387582787,0.7051026095768937,0.5621848739495798,0.9454545454545454,3.681945336776638,5,126,0.125,0.785249527402213,0.2862190812720848,1.0720318569704652,-0.27484929933865226,"(60, 420, 420, 780)","(526, 3683, 3683, 6841)","[[1.0720195224898639, 0.00514254413185506, -204.50273902543603], [-0.00514254413185506, 1.0720195224898639, -239.6250182845301]]",,
151,page0019,page0019,1,1,3.707348897996405,0.6670316354303515,0.5535026943802925,0.8391496189330124,3.5304859128905823,6,105,0.125,0.8215983569201581,0.127208480565371,1.0783376043183666,-3.55059418129991,"(200, 440, 440, 680)","(1754, 3859, 3859, 5964)","[[1.0762677366679363, 0.06678134391244088, -334.9819058981418], [-0.06678134391244088, 1.0762677366679363, -12.980001373755123]]",,
152,page0016,page0016,1,2,3.7072086017818577,0.687289062533007,0.5392757660167131,0.9472882388787325,4.413731915889787,8,176,0.1875,0.7607409037680418,0.127208480565371,1.0807965500651378,0.07414965356949786,"(0, 280, 240, 520)","(0, 2456, 2105, 4560)","[[1.0807956449853189, -0.0013987185108056172, -431.7749119682051], [0.0013987185108056172, 1.0807956449853189, -750.7655222823277]]",,
153,page0065,page0065,1,2,3.703718938681341,0.6783494210624748,0.6148003894839338,0.756550496056983,4.52869972361062,6,132,0.25,0.7615032002555673,0.127208480565371,0.8802217825856657,2.045556876082632,"(200, 120, 440, 360)","(1754, 1052, 3859, 3157)","[[0.8796608717369764, -0.03141874079637438, -20.374604197011887], [0.03141874079637438, 0.8796608717369764, -319.6343159135149]]",,
154,page0047,page0047,1,6,3.7018709130932494,0.6915149211009083,0.6755667506297229,0.7082342770693754,4.150881557098668,7,133,0.125,0.7967995425085772,0.127208480565371,1.0812677064301581,0.018981955228389864,"(200, 200, 440, 440)","(1754, 1754, 3859, 3859)","[[1.0812676470912082, -0.00035822140814435136, -183.3980334119483], [0.00035822140814435136, 1.0812676470912082, -262.96059183959494]]",,
155,page0065,page0065,1,3,3.66964408330243,0.6865934605168664,0.564669580869118,0.8756684491978609,5.507948302229455,8,132,0.3125,0.7573118648545528,0.127208480565371,0.8802217825856657,2.045556876082632,"(200, 0, 440, 240)","(1754, 0, 3859, 2105)","[[0.8796608717369764, -0.03141874079637438, -20.374604197011887], [0.03141874079637438, 0.8796608717369764, -319.6343159135149]]",,
156,page0016,page0016,1,3,3.475348278803773,0.664961335015914,0.523054114158636,0.9125373134328358,4.877721498078923,5,176,0.1875,0.7872809587907758,0.127208480565371,1.0807965500651378,0.07414965356949786,"(0, 440, 240, 680)","(0, 3859, 2105, 5964)","[[1.0807956449853189, -0.0013987185108056172, -431.7749119682051], [0.0013987185108056172, 1.0807956449853189, -750.7655222823277]]",,
157,page0012,page0012,2,3,3.4419263296442173,0.6535067245639343,0.5411748745082079,0.8246873552570635,4.336720024060421,11,170,0.0625,0.8122473920775872,0.127208480565371,1.0616846175425032,1.5389999661463634,"(326, 200, 566, 440)","(2859, 1754, 4964, 3859)","[[1.0613016417061598, -0.02851407438759392, 64.66458403131409], [0.02851407438759392, 1.0613016417061598, -629.5387790528929]]",,
158,page0021,page0021,1,10,3.4391190493409103,0.6438353246759003,0.5233196159122085,0.8364657066145961,5.093410319358784,7,83,0.25,0.7676143810394815,0.2862190812720848,1.0779940492914537,0.011694362000029162,"(206, 60, 566, 420)","(1807, 526, 4964, 3683)","[[1.0779940268374304, -0.00022002410414687912, -217.17909046115017], [0.00022002410414687912, 1.0779940268374304, -263.8692674513168]]",,
159,page0007,page0007,1,2,3.257170326218712,0.6200835759861721,0.45132817753866844,0.990403927694711,5.497439475138944,7,104,0.25,0.7896341953925746,0.2862190812720848,0.9050506149695733,-0.01264784326683318,"(0, 0, 360, 360)","(0, 0, 3157, 3157)","[[0.9050505929184582, 0.00019978676145083465, -14.26036629765455], [-0.00019978676145083465, 0.9050505929184582, -40.66425079729626]]",,
160,page0064,page0064,1,4,3.1241978944008397,0.5930714164154621,0.49876779846659364,0.731350114416476,4.314824322707778,5,130,0.125,0.7741181756971472,0.127208480565371,0.9197724025809316,-2.9958891620412693,"(200, 440, 440, 680)","(1754, 3859, 3859, 5964)","[[0.9185153378344186, 0.04807126701495662, 95.04501226201124], [-0.04807126701495662, 0.9185153378344186, 412.3133072408979]]",,
161,page0014,page0014,1,5,2.920683713905338,0.601737537929649,0.48562982427327966,0.7908097686375322,6.359376676328105,5,86,0.25,0.7423252790191839,0.127208480565371,1.084323598236305,0.0742939357250527,"(120, 120, 360, 360)","(1052, 1052, 3157, 3157)","[[1.0843226866656845, -0.0014060135986003592, -163.09280493514325], [0.0014060135986003592, 1.0843226866656845, -145.12903915236504]]",,
162,page0054,page0015,1,2,1.4375832712163787,0.38933249857658475,0.285926688397095,0.6099058534588621,7.45037808730284,6,108,0.0625,0.8171714723842318,0.2862190812720848,0.9350027083875372,-2.9493755401920803,"(206, 60, 566, 420)","(1807, 526, 4964, 3683)","[[0.9337641917218948, 0.04810923975689313, 1743.9710010407741], [-0.04810923975689313, 0.9337641917218948, 568.6070853862223]]",,
