rank,name,sketch_page,line_page,region_rank,region_score,tile_score,edge_f1,edge_precision,edge_recall,chamfer,orientation_entropy,rough_std,line_ink,support,rough_edges,line_edges,tile_bbox,decision,notes
232,ako5r_0008_0008_2446_2206.jpg,page0008,page0008,8,5.724889563441003,3.28374306791479,0.6217469396624483,0.4988176802279755,0.8250809255484954,6.1589508056640625,0.6850813702740132,40.293475180944114,0.05960069444444444,1.0,16493,8341,"(2446, 2206, 2926, 2686)",,
233,ako5r_0040_0040_3656_1551.jpg,page0040,page0040,52,5.069478276040027,3.2825049197464513,0.6326839835425414,0.5197820421701018,0.8082424585752727,6.339199542999268,0.7831289615344921,44.78561825668857,0.07092447916666667,1.0,12663,7061,"(3656, 1551, 4136, 2031)",,
234,ako5r_0011_0011_2767_0766.jpg,page0011,page0011,11,5.650327630387615,3.280642623262147,0.6293585868033295,0.5829895894716166,0.6837410071942446,6.73030948638916,0.7904530524564872,23.375814686630626,0.12758246527777778,1.0,5091,3475,"(2767, 766, 3247, 1246)",,
235,ako5r_0026_0026_3379_2954.jpg,page0026,page0026,31,5.293630352459875,3.2804538251224615,0.6199844655429556,0.5661726693089781,0.6850996596985902,6.152461051940918,0.7712239436586068,37.061714744484014,0.07546006944444444,1.0,11606,8228,"(3379, 2954, 3859, 3434)",,
236,ako5r_0027_0027_1486_3203.jpg,page0027,page0027,39,5.2099254629625085,3.275758357485967,0.6215840383857076,0.5584774081069301,0.7007693190951889,6.32346248626709,0.813802304208089,37.320954421891805,0.14450954861111112,1.0,13766,8709,"(1486, 3203, 1966, 3683)",,
237,ako5r_0008_0008_2160_3259.jpg,page0008,page0008,75,4.921540074673752,3.274020057451757,0.6372782110648225,0.553313282235374,0.7512852577462832,6.239537239074707,0.7466317984269037,42.101129761780605,0.06748263888888889,1.0,10307,7197,"(2160, 3259, 2640, 3739)",,
238,ako5r_0057_0057_2767_2631.jpg,page0057,page0057,54,5.063860126627751,3.2739757971714263,0.6526846907594503,0.5767886981619322,0.751580426129712,6.674617767333984,0.7323710973085108,36.36076056004765,0.03420138888888889,1.0,6583,4271,"(2767, 2631, 3247, 3111)",,
239,ako5r_0018_0018_1246_1579.jpg,page0018,page0018,2,6.132773043206202,3.271729545342321,0.614675265665356,0.47366134462908654,0.8752447552447552,6.239473819732666,0.682809976202593,29.886724275133265,0.034644097222222225,1.0,9207,3575,"(1246, 1579, 1726, 2059)",,
240,ako5r_0018_0018_0766_5363.jpg,page0018,page0018,20,5.438287589887084,3.2711536096196463,0.6236801146898898,0.5316966242875931,0.7541476159372958,6.441576957702637,0.7816566115345774,47.37680982404506,0.13009114583333334,1.0,11405,7655,"(766, 5363, 1246, 5843)",,
241,ako5r_0049_0049_1726_4311.jpg,page0049,page0049,130,4.355755235393404,3.26594866354794,0.6404077105606776,0.5454483787817122,0.7754003117472014,6.227619647979736,0.8200884437893605,39.59670972130501,0.12390625,1.0,14742,7057,"(1726, 4311, 2206, 4791)",,
242,ako5r_0011_0011_0240_5520.jpg,page0011,page0011,45,5.131010415564335,3.2649254208627387,0.6384345763880545,0.5729474305965742,0.7208237986270023,6.608214378356934,0.7809298153240042,42.933562096941955,0.0876171875,1.0,10158,6118,"(240, 5520, 720, 6000)",,
243,ako5r_0008_0008_1200_0720.jpg,page0008,page0008,80,4.872708920824199,3.2638427096278755,0.6309691917259648,0.5075515214641768,0.8336921420882669,6.382575988769531,0.8182570132854102,42.956779680452904,0.07407118055555556,1.0,13441,5574,"(1200, 720, 1680, 1200)",,
244,ako5r_0057_0057_3487_4551.jpg,page0057,page0057,54,5.063860126627751,3.2636120041060654,0.6428798717629234,0.5398256915498295,0.7945643485211831,6.573459625244141,0.7554069391826422,55.121633111897495,0.13626302083333333,1.0,13195,7506,"(3487, 4551, 3967, 5031)",,
245,ako5r_0027_0027_1200_3979.jpg,page0027,page0027,10,5.6979429613541415,3.2618408308046267,0.6311561302043177,0.590676883780332,0.6775916704391127,6.516051292419434,0.6932237425797542,35.217672853862624,0.06448350694444445,1.0,15660,11045,"(1200, 3979, 1680, 4459)",,
246,ako5r_0026_0026_1440_3111.jpg,page0026,page0026,101,4.638417156927564,3.2609111160152673,0.6088380564234536,0.4384672070744289,0.9957446808510638,5.6392316818237305,0.811005745904514,16.886422220577522,0.10769965277777778,1.0,2714,705,"(1440, 3111, 1920, 3591)",,
247,ako5r_0014_0014_0240_1772.jpg,page0014,page0014,92,4.6971824095472625,3.2595786795590413,0.6577160006318118,0.5856540084388185,0.75,6.205466270446777,0.6343932113215608,22.916695190822537,0.031684027777777776,1.0,4740,2716,"(240, 1772, 720, 2252)",,
248,ako5r_0050_0050_0831_4579.jpg,page0050,page0050,48,5.100864230860513,3.258743273180163,0.6267713864084156,0.5559171412478878,0.718325314425593,6.360286712646484,0.7897675612978812,44.4471273188964,0.12682291666666667,1.0,15979,11847,"(831, 4579, 1311, 5059)",,
249,ako5r_0018_0018_2059_3111.jpg,page0018,page0018,16,5.532110991896032,3.2571031649032163,0.6198719151713433,0.5637367694431661,0.6884229178972239,6.563594818115234,0.8008073798564271,36.0074542341155,0.07669704861111111,1.0,10865,6772,"(2059, 3111, 2539, 3591)",,
250,ako5r_0051_0051_2779_4163.jpg,page0051,page0051,61,5.006758845385407,3.255485584896948,0.6364194177321327,0.5095074455899198,0.8475281448849731,6.575435161590576,0.796827127183236,31.533395943254597,0.029835069444444445,1.0,8730,4086,"(2779, 4163, 3259, 4643)",,
251,ako5r_0020_0020_1625_1772.jpg,page0020,page0020,12,5.641062621287496,3.2525197504232026,0.6267347099162951,0.5316025067144136,0.7633365664403492,6.67791748046875,0.7603378796779411,31.720772729550276,0.035629340277777775,1.0,5585,3093,"(1625, 1772, 2105, 2252)",,
252,ako5r_0012_0012_1311_1976.jpg,page0012,page0012,35,5.228617394011868,3.2515964327743654,0.6317723871088207,0.5568885959129861,0.7299239222316145,6.396592140197754,0.7347003952100406,26.348207678333374,0.055677083333333335,1.0,7585,4732,"(1311, 1976, 1791, 2456)",,
253,ako5r_0040_0040_3896_1551.jpg,page0040,page0040,52,5.069478276040027,3.2510867526832556,0.6176209074832255,0.4683893371463589,0.9064076690211907,6.22760534286499,0.8101019280426526,39.89484354709737,0.04247829861111111,1.0,9791,3964,"(3896, 1551, 4376, 2031)",,
254,ako5r_0030_0030_1052_2456.jpg,page0030,page0030,34,5.2633040739776655,3.2498391473225965,0.620879114011856,0.5302491103202847,0.7488769092542678,6.249663829803467,0.7573509151592,44.38583860282298,0.14053819444444443,1.0,16579,8904,"(1052, 2456, 1532, 2936)",,
255,ako5r_0027_0027_0240_4219.jpg,page0027,page0027,10,5.6979429613541415,3.2492356894638426,0.619076490059649,0.5209080047789725,0.7628383067314365,6.394558906555176,0.7225919703418893,32.10581714788108,0.04421875,1.0,10044,5764,"(240, 4219, 720, 4699)",,
256,ako5r_0051_0051_3019_3923.jpg,page0051,page0051,61,5.006758845385407,3.247423464672549,0.643212137286787,0.5644951140065146,0.7474402730375427,6.563374042510986,0.7412796999162502,33.64734576968794,0.14322916666666666,1.0,9210,6153,"(3019, 3923, 3499, 4403)",,
257,ako5r_0057_0057_2767_4791.jpg,page0057,page0057,54,5.063860126627751,3.2446518101137616,0.662468064319929,0.5760591413136196,0.7793742757821552,7.196928977966309,0.7651478313915194,42.790990542593384,0.052643229166666666,1.0,7034,4315,"(2767, 4791, 3247, 5271)",,
258,ako5r_0057_0057_2474_2954.jpg,page0057,page0057,23,5.382171679108005,3.24060906636808,0.6311930310454841,0.523194643711143,0.7953752181500873,6.368124961853027,0.6886789395563302,33.00094859280096,0.048012152777777775,1.0,8364,4584,"(2474, 2954, 2954, 3434)",,
259,ako5r_0012_0012_1292_1532.jpg,page0012,page0012,3,6.063478878338192,3.2393511441092318,0.6095052126582563,0.4942119323241318,0.7949588845191277,6.6533203125,0.7781114291474384,37.52048254113718,0.06647569444444444,1.0,11230,5594,"(1292, 1532, 1772, 2012)",,
260,ako5r_0043_0043_3019_2779.jpg,page0043,page0043,63,5.0001658950413415,3.2376437323712723,0.6316192742613406,0.6914728682170542,0.5813020214030915,6.568065643310547,0.8039195068380979,27.73939771920077,0.05767795138888889,1.0,7095,6728,"(3019, 2779, 3499, 3259)",,
261,ako5r_0002_0002_3166_4256.jpg,page0002,page0002,49,5.099426481790332,3.237495343785427,0.6279896969157303,0.5813668938996679,0.68274231678487,6.498317718505859,0.7903705382992472,20.432404977140628,0.019596354166666666,1.0,5721,4230,"(3166, 4256, 3646, 4736)",,
262,ako5r_0014_0014_1440_1772.jpg,page0014,page0014,92,4.6971824095472625,3.2365494103069965,0.6372761429662753,0.5365413533834587,0.7845797485109199,6.215250015258789,0.7358016713691112,24.665290362199904,0.03944010416666666,1.0,6650,3022,"(1440, 1772, 1920, 2252)",,
263,ako5r_0051_0051_1071_2012.jpg,page0051,page0051,87,4.778355099012424,3.2362458201129782,0.6331773499811459,0.525194010274347,0.7970576380491737,6.505716323852539,0.8184363376573656,33.414705925524785,0.03935329861111111,1.0,9149,4962,"(1071, 2012, 1551, 2492)",,
264,ako5r_0013_0013_0831_0591.jpg,page0013,page0013,32,5.292288983646856,3.234378655913133,0.6591269779110425,0.5594027954256671,0.8021201413427562,6.557459354400635,0.5704903621137742,21.666101955607935,0.03670138888888889,1.0,3148,1698,"(831, 591, 1311, 1071)",,
265,ako5r_0018_0018_1726_3499.jpg,page0018,page0018,2,6.132773043206202,3.2343491175299914,0.6257592335266808,0.5432569974554707,0.7378069872016604,6.87190055847168,0.724916326988654,24.746579504150354,0.03731770833333333,1.0,5502,2891,"(1726, 3499, 2206, 3979)",,
266,ako5r_0027_0027_0766_4403.jpg,page0027,page0027,58,5.008598159529844,3.2332521747881438,0.6519535562929591,0.5941759603469641,0.7221780604133545,6.626896858215332,0.6844675512961725,17.052708952825395,0.017100694444444446,1.0,3228,2516,"(766, 4403, 1246, 4883)",,
267,ako5r_0049_0049_2640_1579.jpg,page0049,page0049,132,4.32657418915674,3.232651546225073,0.6336628379519503,0.49689394224615036,0.8743163760189867,6.16815185546875,0.8112269989819506,51.583385155416885,0.1383029513888889,1.0,26561,9691,"(2640, 1579, 3120, 2059)",,
268,ako5r_0007_0007_2206_4791.jpg,page0007,page0007,124,4.452228042797991,3.2326267342433987,0.6465153540937044,0.5616883116883117,0.7615215181294477,6.387245178222656,0.7620809912496362,46.23781496398639,0.12815538194444445,1.0,22176,11804,"(2206, 4791, 2686, 5271)",,
269,ako5r_0012_0012_1052_2252.jpg,page0012,page0012,3,6.063478878338192,3.2308873114975145,0.6244054754715926,0.7139059644459212,0.5548459204853904,6.907054424285889,0.7378385237459114,25.747935201214432,0.13800347222222223,1.0,6019,6263,"(1052, 2252, 1532, 2732)",,
270,ako5r_0027_0027_1726_1966.jpg,page0027,page0027,39,5.2099254629625085,3.22734156836006,0.6226977483542292,0.521803127874885,0.77196261682243,6.181066513061523,0.7107216371960531,37.38337745178907,0.10088541666666667,1.0,10870,5350,"(1726, 1966, 2206, 2446)",,
271,ako5r_0027_0027_0960_1819.jpg,page0027,page0027,10,5.6979429613541415,3.2218566317723885,0.6163225183032427,0.5686056402538768,0.6727817636908546,6.656394004821777,0.7710392462717613,42.811220925953364,0.10947916666666667,1.0,15283,11011,"(960, 1819, 1440, 2299)",,
272,ako5r_0052_0052_1966_2299.jpg,page0052,page0052,65,4.978866814082908,3.221682708329879,0.6367295789185059,0.521412120339715,0.8175397292525015,6.49288272857666,0.7372266716753073,47.63807291659371,0.10796440972222222,1.0,27788,11893,"(1966, 2299, 2446, 2779)",,
273,ako5r_0051_0051_2779_4403.jpg,page0051,page0051,61,5.006758845385407,3.2196187156675804,0.6289965370319672,0.4917166378697022,0.8726185201595038,6.588006496429443,0.8015293787322773,33.93933039867343,0.03833333333333333,1.0,9839,4514,"(2779, 4403, 3259, 4883)",,
274,ako5r_0008_0008_2446_2446.jpg,page0008,page0008,8,5.724889563441003,3.219589651633767,0.6134412204247874,0.4790021837728876,0.8527890653860362,6.463001728057861,0.7328130757565644,31.745165562211046,0.04853732638888889,1.0,11906,5414,"(2446, 2446, 2926, 2926)",,
275,ako5r_0057_0057_3487_4311.jpg,page0057,page0057,54,5.063860126627751,3.218530061361328,0.6412235868517757,0.5523402305871573,0.7641996557659209,6.770114898681641,0.7585701098057684,50.756995514053905,0.11061197916666667,1.0,13097,8134,"(3487, 4311, 3967, 4791)",,
276,ako5r_0052_0052_1754_4339.jpg,page0052,page0052,79,4.882377994135488,3.2171722900961184,0.6587796317057125,0.5313962346283599,0.8664898320070734,6.582607269287109,0.6342986078808182,41.99668681150715,0.04953559027777778,1.0,9189,4524,"(1754, 4339, 2234, 4819)",,
277,ako5r_0027_0027_2446_1246.jpg,page0027,page0027,39,5.2099254629625085,3.2164834822398336,0.636936883813853,0.5436952660910037,0.7687795842766001,6.839204788208008,0.772689001709742,43.64271905315271,0.055711805555555556,1.0,16329,9718,"(2446, 1246, 2926, 1726)",,
278,ako5r_0052_0052_1311_5299.jpg,page0052,page0052,41,5.203652635811279,3.214651595572698,0.6274988552232252,0.5764907601447895,0.6884095634095634,6.528545379638672,0.7528981250157682,31.227974599097994,0.05356770833333333,1.0,5249,3848,"(1311, 5299, 1791, 5779)",,
279,ako5r_0030_0030_0831_3637.jpg,page0030,page0030,42,5.195670861480827,3.213942915578883,0.6159562533735786,0.4912212629741003,0.8255992962392786,6.288761615753174,0.7657041782993754,31.07543082718632,0.04360243055555556,1.0,10309,4547,"(831, 3637, 1311, 4117)",,
280,ako5r_0026_0026_1680_2206.jpg,page0026,page0026,117,4.50374240392434,3.2121710422089067,0.6449822965883809,0.551566349876804,0.7764928909952606,6.26179838180542,0.7050723437992938,31.78822179510407,0.03704861111111111,1.0,8523,5275,"(1680, 2206, 2160, 2686)",,
281,ako5r_0023_0023_2206_1819.jpg,page0023,page0023,71,4.964825368267264,3.2100852746036757,0.6426728886214871,0.6167770419426049,0.6708385481852316,6.813347339630127,0.7683331177277198,18.49884802957428,0.01595920138888889,1.0,2265,1598,"(2206, 1819, 2686, 2299)",,
282,ako5r_0013_0013_1551_0831.jpg,page0013,page0013,32,5.292288983646856,3.2100533579952146,0.616272380900466,0.5360941024814695,0.724651287553648,6.512109279632568,0.7965874523404621,34.02352804773424,0.08592881944444444,1.0,12412,7456,"(1551, 831, 2031, 1311)",,
283,ako5r_0018_0018_1819_3351.jpg,page0018,page0018,16,5.532110991896032,3.2095632391333795,0.6227143095756987,0.512756052141527,0.7927067505969178,6.71647834777832,0.7618383900326812,36.975094634200865,0.06643663194444445,1.0,10740,4607,"(1819, 3351, 2299, 3831)",,
284,ako5r_0012_0012_1754_1311.jpg,page0012,page0012,46,5.124760009405229,3.2061136447777834,0.6177202694342615,0.49954856184702695,0.8091242789722076,6.3269782066345215,0.7677424219032453,31.19534241948888,0.05403211805555556,1.0,7753,3814,"(1754, 1311, 2234, 1791)",,
285,ako5r_0018_0018_1579_2631.jpg,page0018,page0018,16,5.532110991896032,3.204819234766364,0.6313484278310328,0.5838150289017341,0.687308085977482,6.998515605926514,0.772454460015122,19.566725655016658,0.017764756944444446,1.0,3114,1954,"(1579, 2631, 2059, 3111)",,
286,ako5r_0034_0034_2677_4579.jpg,page0034,page0034,94,4.669111350594989,3.20321394553225,0.6262572277758288,0.5129881012233953,0.8037209302325582,6.297653675079346,0.7888647988496588,26.728537598978477,0.02699652777777778,1.0,5967,3225,"(2677, 4579, 3157, 5059)",,
287,ako5r_0059_0059_2954_1292.jpg,page0059,page0059,69,4.97520190263176,3.2022890886413857,0.6308753279867824,0.5396099762745211,0.7592967599410898,6.715704917907715,0.8059664336178168,48.65089422275561,0.09555989583333334,1.0,17281,10864,"(2954, 1292, 3434, 1772)",,
288,ako5r_0026_0026_2677_3591.jpg,page0026,page0026,101,4.638417156927564,3.201138353399258,0.642335311132129,0.5339112697603263,0.8060172872340425,6.59946870803833,0.7669912072589306,37.61663540917765,0.06296440972222223,1.0,9805,6016,"(2677, 3591, 3157, 4071)",,
289,ako5r_0051_0051_1579_5123.jpg,page0051,page0051,61,5.006758845385407,3.200860775274406,0.6446073991255534,0.6251093613298337,0.6653609401231113,6.491315841674805,0.6563414014672356,20.587723288618058,0.02666666666666667,1.0,2286,1787,"(1579, 5123, 2059, 5603)",,
290,ako5r_0018_0018_1966_0480.jpg,page0018,page0018,1,6.233926313833417,3.1974913379529935,0.6088375286912746,0.47587131367292224,0.8449227373068433,6.7264275550842285,0.748236506891833,33.873632355701915,0.04688368055555556,1.0,8206,3624,"(1966, 480, 2446, 960)",,
291,ako5r_0012_0012_0831_1311.jpg,page0012,page0012,35,5.228617394011868,3.1957458427423266,0.6120173585687091,0.5655188089555632,0.6668474331164136,6.528346538543701,0.821294685632176,24.532639464310176,0.14289496527777779,1.0,8799,5532,"(831, 1311, 1311, 1791)",,
292,ako5r_0052_0052_2234_4579.jpg,page0052,page0052,79,4.882377994135488,3.195078945336192,0.6329976259910022,0.5701244813278008,0.7114568599717115,6.281780242919922,0.692612706056053,42.117133893548086,0.07614583333333333,1.0,8435,5656,"(2234, 4579, 2714, 5059)",,
293,ako5r_0047_0047_1292_3176.jpg,page0047,page0047,47,5.119874974141329,3.194739568604933,0.6206967797325893,0.560814859197124,0.694895364756503,6.3640217781066895,0.7450984743026566,38.5838400118313,0.049652777777777775,1.0,6676,5113,"(1292, 3176, 1772, 3656)",,
294,ako5r_0016_0016_1579_2059.jpg,page0016,page0016,55,5.04262452853821,3.193757825967086,0.6315980944269893,0.5504676302684319,0.7407772736239889,6.530882835388184,0.7319378020363063,25.05462845254222,0.04515625,1.0,8233,5069,"(1579, 2059, 2059, 2539)",,
295,ako5r_0026_0026_2400_1246.jpg,page0026,page0026,117,4.50374240392434,3.193139777107121,0.6275943930811498,0.5088944305901912,0.8185131195335277,6.297816276550293,0.7989621330284739,26.844689019324825,0.07911024305555556,1.0,6015,2744,"(2400, 1246, 2880, 1726)",,
296,ako5r_0057_0057_2527_4791.jpg,page0057,page0057,54,5.063860126627751,3.192930590122968,0.650797614629663,0.5482365708084644,0.8005623619200642,6.9835205078125,0.7200844994287378,49.90589337025523,0.07153211805555555,1.0,9215,4979,"(2527, 4791, 3007, 5271)",,
297,ako5r_0021_0021_3656_4117.jpg,page0021,page0021,96,4.668504078296131,3.1926615337749147,0.6343251248411583,0.5513637788692654,0.7466739566247494,6.569565773010254,0.7933418155334432,33.42626879951722,0.07426215277777778,1.0,9569,5487,"(3656, 4117, 4136, 4597)",,
298,ako5r_0051_0051_1532_3877.jpg,page0051,page0051,36,5.223523040491124,3.1918061146193972,0.6181611753798636,0.5541281948347384,0.6989265070189926,6.401303291320801,0.7471655498882133,31.993887288150166,0.13266927083333332,1.0,7473,6055,"(1532, 3877, 2012, 4357)",,
299,ako5r_0034_0034_1966_0526.jpg,page0034,page0034,33,5.2901031734822475,3.1876800336055906,0.6209322820862556,0.5165215316712394,0.7782492184010719,6.561240196228027,0.7521889829969765,33.27726786026606,0.028541666666666667,1.0,8383,4478,"(1966, 526, 2446, 1006)",,
300,ako5r_0008_0008_1486_2926.jpg,page0008,page0008,8,5.724889563441003,3.1873947782375316,0.5958536821054194,0.4494925654944536,0.8835500282645562,6.31503438949585,0.7654997638668175,33.60516904757417,0.02068142361111111,1.0,8474,3538,"(1486, 2926, 1966, 3406)",,
301,ako5r_0036_0036_1311_1311.jpg,page0036,page0036,9,5.713012714112921,3.18707910439581,0.6074000806067019,0.5831519373095342,0.6337522441651705,6.752572059631348,0.8045515077145396,31.20542563466323,0.03690104166666667,1.0,4594,3342,"(1311, 1311, 1791, 1791)",,
302,ako5r_0030_0030_2492_3176.jpg,page0030,page0030,34,5.2633040739776655,3.1854310379286526,0.6391789221620148,0.5517885744794447,0.7594594594594595,6.927000999450684,0.7318012698900824,20.50187506858063,0.023706597222222223,1.0,3746,1850,"(2492, 3176, 2972, 3656)",,
303,ako5r_0050_0050_0831_4339.jpg,page0050,page0050,48,5.100864230860513,3.1853410345081077,0.633300954023715,0.6126151076646126,0.6554325955734407,6.701119899749756,0.7424132621380084,41.82827831194835,0.11687934027777777,1.0,14443,13916,"(831, 4339, 1311, 4819)",,
304,ako5r_0001_0001_2936_4339.jpg,page0001,page0001,50,5.096085139830695,3.1830084802776932,0.6104540067473961,0.4941209406494961,0.7984324758842444,6.170461177825928,0.7505223889141173,39.02676441731938,0.08732638888888888,1.0,10716,4976,"(2936, 4339, 3416, 4819)",,
305,ako5r_0011_0011_3727_2446.jpg,page0011,page0011,11,5.650327630387615,3.1826120764026293,0.5954453963489613,0.5066486087170647,0.7219822109275731,6.491727828979492,0.8202268948694736,28.93230400890575,0.04271267361111111,1.0,8122,3935,"(3727, 2446, 4207, 2926)",,
306,ako5r_0036_0036_1625_2012.jpg,page0036,page0036,13,5.5721892153299075,3.1800017042363735,0.6234022523226996,0.5759569377990431,0.6793660469369095,6.936124801635742,0.7679837758131723,29.583484206146466,0.03840277777777778,1.0,5016,3281,"(1625, 2012, 2105, 2492)",,
307,ako5r_0049_0049_1006_2871.jpg,page0049,page0049,130,4.355755235393404,3.17885410772484,0.6284489050022622,0.4863970588235294,0.8877013177159591,6.1927971839904785,0.7772571677532681,44.35782747156123,0.06628038194444444,1.0,19040,6830,"(1006, 2871, 1486, 3351)",,
308,ako5r_0008_0008_2640_2299.jpg,page0008,page0008,75,4.921540074673752,3.177444480695719,0.6292500170308836,0.522961787050686,0.7897638518790775,6.255326747894287,0.6800359173988701,42.744066804197864,0.07309895833333334,1.0,17638,10883,"(2640, 2299, 3120, 2779)",,
309,ako5r_0060_0060_0720_2631.jpg,page0060,page0060,129,4.379178249468123,3.177101103096188,0.6408531852102659,0.6147563805104408,0.6692638678916153,6.445980072021484,0.7564430675361711,42.02095105847895,0.0909765625,1.0,10775,8599,"(720, 2631, 1200, 3111)",,
310,ako5r_0027_0027_2686_1006.jpg,page0027,page0027,39,5.2099254629625085,3.1708774043051564,0.6084134301209779,0.4765726515325231,0.8410977469083517,6.561827182769775,0.8246085885123069,52.249740297845705,0.03909288194444444,1.0,13083,5903,"(2686, 1006, 3166, 1486)",,
311,ako5r_0027_0027_0766_4643.jpg,page0027,page0027,58,5.008598159529844,3.1693921389267525,0.6349984834073072,0.5535460534814624,0.7445576193329339,6.79571533203125,0.7528163304587366,29.522676998806368,0.03849392361111111,1.0,7741,5007,"(766, 4643, 1246, 5123)",,
312,ako5r_0008_0008_3203_1006.jpg,page0008,page0008,8,5.724889563441003,3.1692445579833426,0.6069831741728341,0.4987597066436583,0.7751873438800999,6.694435119628906,0.7681028456610035,39.94341857573168,0.14125868055555554,1.0,18544,8407,"(3203, 1006, 3683, 1486)",,
313,ako5r_0041_0041_2012_4800.jpg,page0041,page0041,56,5.028232568217061,3.167330079626752,0.6131922433801692,0.5532786885245902,0.6876574307304786,6.213822841644287,0.7373731822777555,16.95031056292736,0.015208333333333334,1.0,1708,1191,"(2012, 4800, 2492, 5280)",,
314,ako5r_0038_0038_3579_1071.jpg,page0038,page0038,38,5.215725314749047,3.1659918201552264,0.6317794005812924,0.5834324217201744,0.6888630415818552,7.1382622718811035,0.8154855930157852,30.71730259672496,0.1037109375,1.0,5046,3439,"(3579, 1071, 4059, 1551)",,
315,ako5r_0018_0018_0720_3831.jpg,page0018,page0018,7,5.853440620878745,3.164434602928264,0.5901723005417768,0.5000381242851697,0.7199458594807432,6.517976760864258,0.7989404490755248,45.60679699427702,0.07380208333333334,1.0,13115,8127,"(720, 3831, 1200, 4311)",,
316,ako5r_0038_0038_3203_4163.jpg,page0038,page0038,102,4.6362820260814965,3.160283623398143,0.6495476255793773,0.6134131736526947,0.6902057107767885,6.784062385559082,0.7173945858760608,26.71128555948816,0.03077690972222222,1.0,4175,3257,"(3203, 4163, 3683, 4643)",,
317,ako5r_0018_0018_2686_1440.jpg,page0018,page0018,1,6.233926313833417,3.155699609903269,0.5983626294245125,0.628666297731046,0.5708460754332314,6.680666923522949,0.7500248093566212,21.26112896805515,0.10259114583333333,1.0,3614,3924,"(2686, 1440, 3166, 1920)",,
318,ako5r_0018_0018_1726_2539.jpg,page0018,page0018,2,6.132773043206202,3.149035503057648,0.6260848551556013,0.5389636882904937,0.7468022302394227,7.300414085388184,0.723367555446598,21.811292420766247,0.02016059027777778,1.0,4902,3049,"(1726, 2539, 2206, 3019)",,
319,ako5r_0018_0018_2400_3831.jpg,page0018,page0018,7,5.853440620878745,3.1473655912313276,0.6086107329813318,0.48557051946129937,0.8151688973868706,6.5636162757873535,0.6737738604379094,27.050993834344503,0.03893229166666667,1.0,6757,3138,"(2400, 3831, 2880, 4311)",,
320,ako5r_0018_0018_0766_1579.jpg,page0018,page0018,2,6.132773043206202,3.144590538281118,0.5996974070745442,0.47929709732498577,0.8008799087502037,6.819178104400635,0.7624239047356546,47.31051022860483,0.08148003472222222,1.0,14056,6137,"(766, 1579, 1246, 2059)",,
321,ako5r_0030_0030_1292_5059.jpg,page0030,page0030,105,4.609157734963118,3.1433953005458735,0.6125000284634845,0.5159311481413661,0.7535438144329897,6.268176078796387,0.8039458921790759,43.08426769898644,0.06207465277777778,1.0,10922,6208,"(1292, 5059, 1772, 5539)",,
322,ako5r_0018_0018_2400_4071.jpg,page0018,page0018,7,5.853440620878745,3.143017544083476,0.6191633166551574,0.5953032375740994,0.6450159066808059,6.871026992797852,0.6792378327943093,23.95039472700171,0.030998263888888888,1.0,4386,3772,"(2400, 4071, 2880, 4551)",,
323,ako5r_0057_0057_3247_4311.jpg,page0057,page0057,54,5.063860126627751,3.1384068727595866,0.6427703921783983,0.5893370329997027,0.7068591135521778,7.081761360168457,0.7266602061339049,42.616851018134135,0.07819878472222222,1.0,10091,7829,"(3247, 4311, 3727, 4791)",,
324,ako5r_0038_0038_3194_2012.jpg,page0038,page0038,4,6.006898993731954,3.1373443623681454,0.6408943118082939,0.5654362416107382,0.7395939086294416,7.160208702087402,0.5811431796801952,20.83886309962557,0.02572048611111111,1.0,3576,1970,"(3194, 2012, 3674, 2492)",,
325,ako5r_0040_0040_1311_4099.jpg,page0040,page0040,84,4.8289243974965865,3.1363639683767457,0.634954115229141,0.5508489109929686,0.7493701100649781,6.969424247741699,0.7889244776936161,38.01394691082976,0.05928819444444444,1.0,11662,7541,"(1311, 4099, 1791, 4579)",,
326,ako5r_0008_0008_2926_0766.jpg,page0008,page0008,8,5.724889563441003,3.1353967770709694,0.5928128145517432,0.5018346184525392,0.724082614798476,6.549920082092285,0.7782291077681999,40.71804708721237,0.09171440972222222,1.0,18805,9974,"(2926, 766, 3406, 1246)",,
327,ako5r_0023_0023_3499_1966.jpg,page0023,page0023,110,4.583615740798993,3.1338255376185047,0.6561371543974799,0.513309290743603,0.9090909090909091,6.3841094970703125,0.5530241299066487,30.467772378477214,0.031579861111111114,1.0,5823,2904,"(3499, 1966, 3979, 2446)",,
328,ako5r_0027_0027_2686_1486.jpg,page0027,page0027,39,5.2099254629625085,3.1329187003159915,0.6097144011882227,0.5113000548546353,0.7550443145389403,6.769579887390137,0.820967315510661,42.002295047538844,0.08217881944444444,1.0,18230,10606,"(2686, 1486, 3166, 1966)",,
329,ako5r_0057_0057_2527_2631.jpg,page0057,page0057,54,5.063860126627751,3.1322608863713595,0.6167922024719703,0.4886465047099653,0.8360407190816548,6.544795989990234,0.7471000662692407,42.55260549848255,0.044661458333333334,1.0,10085,4617,"(2527, 2631, 3007, 3111)",,
330,ako5r_0049_0049_1726_4551.jpg,page0049,page0049,130,4.355755235393404,3.130362244843706,0.6304902823821081,0.5336758893280632,0.7702154230408992,6.561117649078369,0.795963846799786,40.261910365103894,0.103984375,1.0,12650,6406,"(1726, 4551, 2206, 5031)",,
